program_code,program_name,code,primaryname,strength,description
ESS_MEDS,VIA ESSENTIAL,05A09,Salbutamol; 2mg; Comprimidos,2mg,Salbutamol
ESS_MEDS,VIA ESSENTIAL,17B04,Tropicamida; 1%; Colírio,1%,Tropicamida
ESS_MEDS,VIA ESSENTIAL,01H01,Enalapril; 5mg; Comprimidos,5mg,Enalapril
ESS_MEDS,VIA ESSENTIAL,08H02,Acido Nalidíxico; 300mg/5mL; Xarope,300mg/5mL,Acido NalidÕxico
ESS_MEDS,VIA ESSENTIAL,15D02,Alcatrao de Hulha (Coaltar); 5% + 2%; Créme,5% + 2%,Alcatrao de Hulha (Coaltar)
ESS_MEDS,VIA ESSENTIAL,24D02,"Cateter periferico c/ agulha, valvula de injeccao e abas 16G, Radiopaco unidade Embalagem",unidade,"Cateter periferico c/ agulha, valvula de injeccao e abas 16G, Radiopaco"
ESS_MEDS,VIA ESSENTIAL,09E06Z,Cisplatina; 50mg/100mL; Injectável,50mg/100mL,Cisplatina
ESS_MEDS,VIA ESSENTIAL,04D04,"Estradiol+Noretisterona; 1mg + 0,5mg; Comprimidos","1mg + 0,5mg",Estradiol+Noretisterona
ESS_MEDS,VIA ESSENTIAL,02I02,Anti hemorroidario; 400/40mg; Supositório,400/40mg,Anti hemorroidario
ESS_MEDS,VIA ESSENTIAL,08A0ZX,Cloxacilina; 250mg; Comprimidos,250mg,Cloxacilina
ESS_MEDS,VIA ESSENTIAL,08R0Z,Tamiflu; 45mg; Comprimidos,45mg,Tamiflu
ESS_MEDS,VIA ESSENTIAL,19A04,Imunoglobulina humana anti-tetano; 250 UI/2mL; Injectável,250 UI/2mL,Imunoglobulina humana anti-tetano
ESS_MEDS,VIA ESSENTIAL,08A0XY,Pefloxacina; 400mg; Comprimidos,400mg,Pefloxacina
ESS_MEDS,VIA ESSENTIAL,12D06Z,Colecalciferol (Vit D); 200 000 UI; Injectável,200 000 UI,Colecalciferol (Vit D)
ESS_MEDS,VIA ESSENTIAL,09F02,Ciclosporina; 50mg; Cápsulas,50mg,Ciclosporina
ESS_MEDS,VIA ESSENTIAL,15F04,"Nitrato de prata; 0,2%; Lápis","0,2%",Nitrato de prata
ESS_MEDS,VIA ESSENTIAL,15C15Z,Hexacloreto de benzeno; 1%; Loção,1%,Hexacloreto de benzeno
ESS_MEDS,VIA ESSENTIAL,08L07X,Rifampicina+Isoniazida; 300mg+150mg; Comprimidos,300mg+150mg,Rifampicina+Isoniazida
ESS_MEDS,VIA ESSENTIAL,14C01,"Mentol+Salicilato de metilo; 0,2% 20g; Pomada","0,2% 20g",Mentol+Salicilato de metilo
ESS_MEDS,VIA ESSENTIAL,07G09,Trazodona; 50mg; Cápsulas,50mg,Trazodona
ESS_MEDS,VIA ESSENTIAL,04D06,Estradiol+Noretisterona; 4% 4g/100ml; Sistemas transdérmicos,4% 4g/100ml,Estradiol+Noretisterona
ESS_MEDS,VIA ESSENTIAL,21A06,Dimercaprol (B.A.L); 100 mg/mL; Injectável,100 mg/mL,Dimercaprol (B.A.L)
ESS_MEDS,VIA ESSENTIAL,08A05Z,Penicilina G sodica; 5 000 000UI; Injectável Frasco,5 000 000UI,Penicilina G sodica
ESS_MEDS,VIA ESSENTIAL,09E09,"Imatinib, mesilato; 100mg; Comprimidos",100mg,"Imatinib, mesilato"
ESS_MEDS,VIA ESSENTIAL,21A13,Protamina sulfato; 1000UI; Injectável,1000UI,Protamina sulfato
ESS_MEDS,VIA ESSENTIAL,18B05,Tiopental; 500mg/20mL; Injectável,500mg/20mL,Tiopental
ESS_MEDS,VIA ESSENTIAL,23A08,Adesivo Transparente 96mm x 5m Rolo,96mm x 5m,Adesivo Transparente
ESS_MEDS,VIA ESSENTIAL,05A05,Brometo de ipratropio; 20mcg/inalacao; Aerosol,20mcg/inalacao,Brometo de ipratropio
ESS_MEDS,VIA ESSENTIAL,15B0XZ,Dexametasona+Clotrimazol+ Beta; 1%+1%; Créme,1%+1%,Dexametasona+Clotrimazol+ Betametasona
ESS_MEDS,VIA ESSENTIAL,12A04,Leite adaptado ou semi-adaptad; SEM DOSAGEM; Pó,Sem Dosagem,Leite adaptado ou semi-adaptado
ESS_MEDS,VIA ESSENTIAL,15A03Z,Vaselina branca; 20g; Pomada,20g,Vaselina branca
ESS_MEDS,VIA ESSENTIAL,04K01,"BCG Intravesical; 0,2%; Pó","0,2%",BCG Intravesical
ESS_MEDS,VIA ESSENTIAL,07I10,Oxazepam; 15mg; Comprimidos,15mg,Oxazepam
ESS_MEDS,VIA ESSENTIAL,09G01,Bicalutamida; 50mg; Comprimidos,50mg,Bicalutamida
ESS_MEDS,VIA ESSENTIAL,11A22,Resomal (SRO); Sodium 45mmol/L + Potassium 40; Pó,Sodium 45mmol/L + Potassium 40,Resomal (SRO)
ESS_MEDS,VIA ESSENTIAL,11A16,"Glicose+Cloreto de Sódio; 4,3% + 0,18%/250ml; Injectável","4,3% + 0,18%/250ml",Glicose+Cloreto de SÑdio
ESS_MEDS,VIA ESSENTIAL,14A02,Diclofenac; 75mg/3mL; Injectável,75mg/3mL,Diclofenac
ESS_MEDS,VIA ESSENTIAL,15C14,Eritromicina estearato; 4%; Loção,4%,Eritromicina estearato
ESS_MEDS,VIA ESSENTIAL,25C01,Mapa  Mensal de TDRs; SEM DOSAGEM; Papel,Sem Dosagem,Mapa  Mensal de TDRs
ESS_MEDS,VIA ESSENTIAL,12D09,"Complexo B; 0,2%; Injectável","0,2%",Complexo B
ESS_MEDS,VIA ESSENTIAL,02F0ZZ,"Beclometasona; 0,2%; Enema","0,2%",Beclometasona
ESS_MEDS,VIA ESSENTIAL,04E01,Medroxiprogesterona acetato; 5mg; Comprimidos,5mg,Medroxiprogesterona acetato
ESS_MEDS,VIA ESSENTIAL,11A14,Glicose (Dextrose); 500mL 5%; Injectável,500mL 5%,Glicose (Dextrose)
ESS_MEDS,VIA ESSENTIAL,10A0XZ,Amilorido HCL; 500mg; Injectável,500mg,Amilorido HCL
ESS_MEDS,VIA ESSENTIAL,19A06,Soro Anti-Ofidico polivalente; 10ml; Injectável,10ml,Soro Anti-Ofidico polivalente
ESS_MEDS,VIA ESSENTIAL,16A07,"Gentamicina; 0,3%; Gotas auriculares","0,3%",Gentamicina
ESS_MEDS,VIA ESSENTIAL,09G02,"Goserelina, acetato; 3,6mg; Implante","3,6mg","Goserelina, acetato"
ESS_MEDS,VIA ESSENTIAL,20A09,Gluteraldeído; 2%; Solução,2%,GluteraldeÕdo
ESS_MEDS,VIA ESSENTIAL,08R01Z,Aciclovir; 200mg; Comprimidos,200mg,Aciclovir
ESS_MEDS,VIA ESSENTIAL,18C01,"Bupivacaina Hidrocloreto; 5mg/ml; 0,5%; Injectável","5mg/ml; 0,5%",Bupivacaina Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,04B03,"Metilergometrina; 0,125mg; Comprimidos","0,125mg",Metilergometrina
ESS_MEDS,VIA ESSENTIAL,07G08,Sertralina; 50mg; Comprimidos,50mg,Sertralina
ESS_MEDS,VIA ESSENTIAL,02A0ZY,Cimetidina; 200mg/2mL; Injectável,200mg/2mL,Cimetidina
ESS_MEDS,VIA ESSENTIAL,07A01,Acetilsalicilato de lisina; 900mg/5mL; Injectável,900mg/5mL,Acetilsalicilato de lisina
ESS_MEDS,VIA ESSENTIAL,15B13,Hidrocortisona acetato; 1%; Pomada,1%,Hidrocortisona acetato
ESS_MEDS,VIA ESSENTIAL,17F03,Cromoglicato de Sodio; 4%; Colírio,4%,Cromoglicato de Sodio
ESS_MEDS,VIA ESSENTIAL,09F03Z,Interferon alfa; 5 000 000UI; Injectável,5 000 000UI,Interferon alfa
ESS_MEDS,VIA ESSENTIAL,09E06,Cisplatina; 50mg/50mL; Injectável,50mg/50mL,Cisplatina
ESS_MEDS,VIA ESSENTIAL,22B05Y,Sulfato de Bario; 95g/100g; Pó para Suspensão,95g/100g,Sulfato de Bario
ESS_MEDS,VIA ESSENTIAL,11A05,"Cloreto de sódio; 10 mL 0,9%; Injectável","10 mL 0,9%",Cloreto de sÑdio
ESS_MEDS,VIA ESSENTIAL,15B21,"Mometasona; 0,1%; Pomada","0,1%",Mometasona
ESS_MEDS,VIA ESSENTIAL,23D05,Ligadura De Gaze ; 10cm X 5m; Rolo,10cm X 5m,Ligadura De Gaze
ESS_MEDS,VIA ESSENTIAL,18A01,"Halotano; 0,2%; Líquido","0,2%",Halotano
ESS_MEDS,VIA ESSENTIAL,01A0ZZ,Noradrenalina( Norepinefrina) 2mg/mL Inj,2mg/mL,Noradrenalina( Norepinefrina)
ESS_MEDS,VIA ESSENTIAL,08L04,Isoniazida; 100mg; Comprimidos,100mg,Isoniazida
ESS_MEDS,VIA ESSENTIAL,08D05X,Kanamicina; 2 g/8mL-ampola; Injectável,2 g/8mL-ampola,Kanamicina
ESS_MEDS,VIA ESSENTIAL,08S37,Estavudina/Lamivudina/Nevirapi; 200mg + 150mg + 40mg 60Cps; Embalagem,200mg + 150mg + 40mg 60Cps,Estavudina/Lamivudina/Nevirapina
ESS_MEDS,VIA ESSENTIAL,07D04Z,Fenitoina; 50mg; Comprimidos,50mg,Fenitoina
ESS_MEDS,VIA ESSENTIAL,07G07,Paroxetina; 20mg; Comprimidos,20mg,Paroxetina
ESS_MEDS,VIA ESSENTIAL,18F01,"Atropina sulfato 0,5mg/mL Inj","0,5mg/mL",Atropina sulfato
ESS_MEDS,VIA ESSENTIAL,12A05Z,Dextrano 40+Glicose; 5%; Injectável,5%,Dextrano 40+Glicose
ESS_MEDS,VIA ESSENTIAL,09B06,"Mitoxantrona, hidrocloreto; 10mg; Injectável",10mg,"Mitoxantrona, hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,09F01Z,Azatioprina; 50mg; Comprimidos,50mg,Azatioprina
ESS_MEDS,VIA ESSENTIAL,08M05,Rifampicina; 150mg; Cápsulas,150mg,Rifampicina
ESS_MEDS,VIA ESSENTIAL,02I02X,Anti hemorroidario Bismuto+Zn ; 100mg+100mg+60g; Supositório,100mg+100mg+60g,Anti hemorroidario Bismuto+Zn ox+Lidocaina
ESS_MEDS,VIA ESSENTIAL,15G0ZZ,"Cloreto de Benzalconio; 0,2%; Champo","0,2%",Cloreto de Benzalconio
ESS_MEDS,VIA ESSENTIAL,03A05,Prednisolona; 20mg; Comprimidos,20mg,Prednisolona
ESS_MEDS,VIA ESSENTIAL,04K02,Bicalutamida; 50mg; Comprimidos,50mg,Bicalutamida
ESS_MEDS,VIA ESSENTIAL,02G01,"Colestiramina; 0,2%; Pó","0,2%",Colestiramina
ESS_MEDS,VIA ESSENTIAL,12B06,Glicose; 50ml 50%; Injectável,50ml 50%,Glicose
ESS_MEDS,VIA ESSENTIAL,06F0ZZ,Acido aminocaproico; 250mg/2mL; Injectável,250mg/2mL,Acido aminocaproico
MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina
ESS_MEDS,VIA ESSENTIAL,03B11,Insulina accao prolongada susp; 100UI/mL; Injectável,100UI/mL,Insulina accao prolongada susp de zinco
ESS_MEDS,VIA ESSENTIAL,03A03,Hidrocortisona; 100mg/mL; Injectável,100mg/mL,Hidrocortisona
ESS_MEDS,VIA ESSENTIAL,04D10,Alendronato Sodico; 70 mg; Comprimidos,70 mg,Alendronato Sodico
ESS_MEDS,VIA ESSENTIAL,08A08,Amoxicilina trihidrato; 250mg/5mL; Suspensão,250mg/5mL,Amoxicilina trihidrato
ESS_MEDS,VIA ESSENTIAL,07A06,Paracetamol; 120mg/5mL; Suspensão,120mg/5mL,Paracetamol
ESS_MEDS,VIA ESSENTIAL,08S03Z,Didanosina (DDI); 25mg 60comp; Embalagem,25mg 60comp,Didanosina (DDI)
ESS_MEDS,VIA ESSENTIAL,11A12,Glicose (Dextrose); 100mL 5%; Injectável,100mL 5%,Glicose (Dextrose)
ESS_MEDS,VIA ESSENTIAL,24B02,Seringa para Tuberculina 1 ml ; 100 UI; Embalagem,100 UI,Seringa para Tuberculina 1 ml com agulha
ESS_MEDS,VIA ESSENTIAL,12D11,"Multivitaminas; 0,2%-frasco; Xarope","0,2%-frasco",Multivitaminas
ESS_MEDS,VIA ESSENTIAL,12A05,Leite hipoalergenico; SEM DOSAGEM; Pó,Sem Dosagem,Leite hipoalergenico
ESS_MEDS,VIA ESSENTIAL,03B14,Glucagon; 1UI/ml; Injectável,1UI/ml,Glucagon
ESS_MEDS,VIA ESSENTIAL,22B01,Diatrizoato; 76% (iodeto 290mg + 370mg/mL; Injectável,76% (iodeto 290mg + 370mg/mL,Diatrizoato
ESS_MEDS,VIA ESSENTIAL,25B01,Ficha  Individual Levantamento; SEM DOSAGEM; Papel,Sem Dosagem,Ficha  Individual Levantamento ARVs
MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina
ESS_MEDS,VIA ESSENTIAL,06F01,Acido tranexamico; 500mg; Comprimidos,500mg,Acido tranexamico
ESS_MEDS,VIA ESSENTIAL,15A12,Ureia; 10%; Créme,10%,Ureia
ESS_MEDS,VIA ESSENTIAL,08L12X,Protionamida; 250mg; Comprimidos,250mg,Protionamida
ESS_MEDS,VIA ESSENTIAL,14E01,Alendronato Sodico; 10mg; Comprimidos,10mg,Alendronato Sodico
ESS_MEDS,VIA ESSENTIAL,03E01,Vasopressina; 10UI/mL; Injectável,10UI/mL,Vasopressina
ESS_MEDS,VIA ESSENTIAL,08S12,Estavudine(D4T) solução; 1mg/mL; Pó,1mg/mL,Estavudine(D4T) soluÜo
MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir
ESS_MEDS,VIA ESSENTIAL,05A02Z,Aminofilina; 250mg/10mL; Injectável,250mg/10mL,Aminofilina
ESS_MEDS,VIA ESSENTIAL,20A09ZY,Sabonete de maos 100-125g,100-125g,Sabonete de maos
ESS_MEDS,VIA ESSENTIAL,07A06Z,Paracetamol; 125mg/5mL; Xarope,125mg/5mL,Paracetamol
ESS_MEDS,VIA ESSENTIAL,17F06,Fluoresceina; 600mg/3mL; Injectável,600mg/3mL,Fluoresceina
ESS_MEDS,VIA ESSENTIAL,09D01Z,Etoposido; 50mg; Cápsulas,50mg,Etoposido
ESS_MEDS,VIA ESSENTIAL,08A05,Penicilina G sodica; 10 000 000UI; Injectável Frasco,10 000 000UI,Penicilina G sodica
ESS_MEDS,VIA ESSENTIAL,24A04Z,"Agulha Hipodermica 18G; 1,20x38mm; Embalagem","1,20x38mm",Agulha Hipodermica 18G
ESS_MEDS,VIA ESSENTIAL,08Q02,Fluconazol; 50mg; Comprimidos,50mg,Fluconazol
ESS_MEDS,VIA ESSENTIAL,06A04,Gluconato de ferro; 30mg/5mL; Xarope,30mg/5mL,Gluconato de ferro
ESS_MEDS,VIA ESSENTIAL,08R02,Aciclovir; 25mg/mL; Injectável,25mg/mL,Aciclovir
ESS_MEDS,VIA ESSENTIAL,18B02Z,Ketamina Hidrocloreto; 50mg/10mL; Injectável,50mg/10mL,Ketamina Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,18C05,Lidocaina; 2%-20mg/ml- Ampola; Injectável,2%-20mg/ml- Ampola,Lidocaina
ESS_MEDS,VIA ESSENTIAL,09A02,Ciclofosfamida; 50mg; Comprimidos,50mg,Ciclofosfamida
ESS_MEDS,VIA ESSENTIAL,04A04,Econazol; 1g/100g; Créme vaginal,1g/100g,Econazol
ESS_MEDS,VIA ESSENTIAL,09B04,Doxorubicina (Adriamicina); 10mg; Injectável,10mg,Doxorubicina (Adriamicina)
ESS_MEDS,VIA ESSENTIAL,12D14Z,Piridoxina (Vit B6); Vit B6; Comprimidos 100mg; Comprimidos,Vit B6; Comprimidos 100mg,Piridoxina (Vit B6)
ESS_MEDS,VIA ESSENTIAL,08N01Z,Albendazol; 200mg; Comprimidos,200mg,Albendazol
ESS_MEDS,VIA ESSENTIAL,1122,produto transito test  (4+10+30mg) Comp,(4+10+30mg),produto transito test
ESS_MEDS,VIA ESSENTIAL,23D10,"Ligadura Gessada  ; 20cm X2,7m; Rolo","20cm X2,7m",Ligadura Gessada
ESS_MEDS,VIA ESSENTIAL,17F05,Diclofenac; 1mg/mL; Colírio,1mg/mL,Diclofenac
ESS_MEDS,VIA ESSENTIAL,12D06,Colecalciferol (Vit D); 600 000UI; Ampola Bebível,600 000UI,Colecalciferol (Vit D)
ESS_MEDS,VIA ESSENTIAL,15B22,Triamcinolona hexacetonido; 20mg/mL; Injectável,20mg/mL,Triamcinolona hexacetonido
ESS_MEDS,VIA ESSENTIAL,17A05,Pilocarpina; 4%; Colírio,4%,Pilocarpina
ESS_MEDS,VIA ESSENTIAL,11A03,Cloreto de potássio; 10% 1g/ml; Injectável,10% 1g/ml,Cloreto de potàssio
ESS_MEDS,VIA ESSENTIAL,04F0XX,"Preservativos Femininos; 0,2%; Preservativo","0,2%",Preservativos Femininos
ESS_MEDS,VIA ESSENTIAL,18C10Z,"Lidocaina+Adrenalina carpule; 40mg + 0,02mg/2mL-ampola; Injectável","40mg + 0,02mg/2mL-ampola",Lidocaina+Adrenalina carpule
ESS_MEDS,VIA ESSENTIAL,08A03,Penicilina benzatinica; 1 200 000UI; Injectável Ampola,1 200 000UI,Penicilina benzatinica
ESS_MEDS,VIA ESSENTIAL,04E03,"Ciproterona, acetato; 10mg; Comprimidos",10mg,"Ciproterona, acetato"
ESS_MEDS,VIA ESSENTIAL,15B01Z,"Betametasona dipropionato; 0,05%; Créme","0,05%",Betametasona dipropionato
ESS_MEDS,VIA ESSENTIAL,09B01,Bleomicina; 15.000UI; Injectável,15.000UI,Bleomicina
ESS_MEDS,VIA ESSENTIAL,08A0ZY,Cloxacilina; 500mg; Comprimidos,500mg,Cloxacilina
ESS_MEDS,VIA ESSENTIAL,15C07,Clindamicina Fosfato; 10mg/mL; Solução,10mg/mL,Clindamicina Fosfato
MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina
ESS_MEDS,VIA ESSENTIAL,18C03,Bupivacaina+Dextrose; 20mg + 32 mg; Injectável,20mg + 32 mg,Bupivacaina+Dextrose
ESS_MEDS,VIA ESSENTIAL,08N04,Mebendazol; 100mg; Comprimidos,100mg,Mebendazol
ESS_MEDS,VIA ESSENTIAL,09E11,Procarbazina; 50mg; Cápsulas,50mg,Procarbazina
ESS_MEDS,VIA ESSENTIAL,12D02,Acido ascórbico (Vitamina C); 500mg/5mL; Injectável,500mg/5mL,Acido ascÑrbico (Vitamina C)
ESS_MEDS,VIA ESSENTIAL,11A1X,"Lactato de potássio; 0,2%; Injectável","0,2%",Lactato de potàssio
ESS_MEDS,VIA ESSENTIAL,08S09,Didanosina (DDI) libertacao le; 400mg 30Caps; Embalagem,400mg 30Caps,Didanosina (DDI) libertacao lenta
ESS_MEDS,VIA ESSENTIAL,12A03,Leite adaptado para recem-nascidos de baixo peso/muito baixo peso Sem Dosagem Pó,Sem Dosagem,Leite adaptado para recem-nascidos de baixo peso/muito baixo peso
ESS_MEDS,VIA ESSENTIAL,08L0XZ,Rifampicina+Isoniazida+Pirazin; 120mg+50mg+300mg; Comprimidos,120mg+50mg+300mg,Rifampicina+Isoniazida+Pirazinamida
ESS_MEDS,VIA ESSENTIAL,19A03,Imunoglobulina humana anti-tet; 250 UI/2mL; Injectável,250 UI/2mL,Imunoglobulina humana anti-tetano
ESS_MEDS,VIA ESSENTIAL,07D14,Valproato de sodio; 200mg/5mL; Xarope,200mg/5mL,Valproato de sodio
ESS_MEDS,VIA ESSENTIAL,08D06Z,"Neomicina+Bacitracina; 35,2mg+18,25mg; Comprimidos","35,2mg+18,25mg",Neomicina+Bacitracina
ESS_MEDS,VIA ESSENTIAL,06E03,Estreptoquinase; 1 500 000UI; Injectável,1 500 000UI,Estreptoquinase
ESS_MEDS,VIA ESSENTIAL,17F09,Hidroxipropilmetilcelulose; 20mg/mL; Injectável,20mg/mL,Hidroxipropilmetilcelulose
ESS_MEDS,VIA ESSENTIAL,08S30Y,Darunavir; 600mg 60Comp; Embalagem,600mg 60Comp,Darunavir
ESS_MEDS,VIA ESSENTIAL,13A04,Difenidramina; 50mg/5mL; Injectável,50mg/5mL,Difenidramina
ESS_MEDS,VIA ESSENTIAL,15D08Z,"Ditranol; 0,25%; Créme","0,25%",Ditranol
ESS_MEDS,VIA ESSENTIAL,03A06,Prednisolona fosfato sodico; 50mg/10mL; Injectável,50mg/10mL,Prednisolona fosfato sodico
ESS_MEDS,VIA ESSENTIAL,11A01,"Bicarbonato de Sodio; 8,4% 1meq HCO3/mL; Injectável","8,4% 1meq HCO3/mL",Bicarbonato de Sodio
ESS_MEDS,VIA ESSENTIAL,23D12,Ligadura  Elastica; 8cmx3m; Rolo,8cmx3m,Ligadura  Elastica
ESS_MEDS,VIA ESSENTIAL,14A08,Metilprednisolona acetato; 40mg/mL; Injectável,40mg/mL,Metilprednisolona acetato
ESS_MEDS,VIA ESSENTIAL,23E02,Po Talco ; 1000 g; Pó,1000 g,Po Talco
ESS_MEDS,VIA ESSENTIAL,21A02,"Acido acetico; 0,2%; Líquido","0,2%",Acido acetico
ESS_MEDS,VIA ESSENTIAL,12D03,Alfa tocoferol (Vitamina E); 100mg; Cápsulas,100mg,Alfa tocoferol (Vitamina E)
ESS_MEDS,VIA ESSENTIAL,08S05,Didanosina (DDI); 150mg; Comprimidos,150mg,Didanosina (DDI)
ESS_MEDS,VIA ESSENTIAL,08A0ZZ,Cloxacilina; 125mg/5mL; Xarope,125mg/5mL,Cloxacilina
ESS_MEDS,VIA ESSENTIAL,08A12,"Amoxicilina+Acido clavulanico; 250mg + 62,5mg; Suspensão","250mg + 62,5mg",Amoxicilina+Acido clavulanico
ESS_MEDS,VIA ESSENTIAL,24C01,Sistemas para Soro IV; SEM DOSAGEM; Embalagem,Sem Dosagem,Sistemas para Soro IV
ESS_MEDS,VIA ESSENTIAL,20A11Y,Hipoclorito de Calcio 1 000g (1kg) Granulado,1 000g (1kg),Hipoclorito de Calcio
ESS_MEDS,VIA ESSENTIAL,09A08,Ifosfamida; 3 g; Injectável,3 g,Ifosfamida
ESS_MEDS,VIA ESSENTIAL,08A09,Ampicilina; 500mg; Injectável,500mg,Ampicilina
ESS_MEDS,VIA ESSENTIAL,08F07,"Eritromicina, lactobionato; 50mg/mL-frasco; Injectável",50mg/mL-frasco,"Eritromicina, lactobionato"
ESS_MEDS,VIA ESSENTIAL,06A02,"Eritropoietina recom hum alfa/; 2000UI/0,5mL; Injectável","2000UI/0,5mL",Eritropoietina recom hum alfa/beta
ESS_MEDS,VIA ESSENTIAL,02A04,Omeprazol; 20mg; Cápsulas,20mg,Omeprazol
ESS_MEDS,VIA ESSENTIAL,15C02,Acido fusidico; 2%; Créme,2%,Acido fusidico
ESS_MEDS,VIA ESSENTIAL,11A24,"Solução p/ Diálise peritoneal ; 1,5%; Injectável","1,5%",SoluÜo p/ Diàlise peritoneal c/ Glicose
ESS_MEDS,VIA ESSENTIAL,12D13,Nicotinamida (Vitamina PP); 100 mg/mL-ampola; Injectável,100 mg/mL-ampola,Nicotinamida (Vitamina PP)
ESS_MEDS,VIA ESSENTIAL,21A08,"Flumazenil; 0,1mg/mL; Injectável","0,1mg/mL",Flumazenil
ESS_MEDS,VIA ESSENTIAL,13A04Z,Difenidramina; 100mg/5mL; Injectável,100mg/5mL,Difenidramina
ESS_MEDS,VIA ESSENTIAL,01E01Y,Esmolol Hidrocloreto; 10mg; Injectável,10mg,Esmolol Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,07I09,Hidrato de cloral; 10%; Xarope,10%,Hidrato de cloral
ESS_MEDS,VIA ESSENTIAL,15A0Z,"Oxido de Zinco; 0,2%; Loção","0,2%",Oxido de Zinco
ESS_MEDS,VIA ESSENTIAL,23D03,Ligadura De Cambraia ; 10cm X 10m; Rolo,10cm X 10m,Ligadura De Cambraia
ESS_MEDS,VIA ESSENTIAL,06E01,Acido acetilsalicilico  (Aspir; 100mg; Comprimidos,100mg,Acido acetilsalicilico  (Aspirina)
ESS_MEDS,VIA ESSENTIAL,17D03,Prednisolona; 1%; Colírio,1%,Prednisolona
ESS_MEDS,VIA ESSENTIAL,06A07,Sulfato ferroso+Acido folico; 90mg+1mg; Comprimidos,90mg+1mg,Sulfato ferroso+Acido folico
ESS_MEDS,VIA ESSENTIAL,03A07,Prednisolona acetato; 80mg/2mL; Injectável,80mg/2mL,Prednisolona acetato
ESS_MEDS,VIA ESSENTIAL,14E04,Carisoprodo; l350; Comprimidos,350,Carisoprodol
ESS_MEDS,VIA ESSENTIAL,06D0ZZ,"Enoxeparina; 40mg/0,4mL; Injectável","40mg/0,4mL",Enoxeparina
ESS_MEDS,VIA ESSENTIAL,03B0ZZ,Insulina accao retardada (Mono; 100UI/mL; Injectável,100UI/mL,Insulina accao retardada (Monotard)
ESS_MEDS,VIA ESSENTIAL,25A01,Requisicao / Balancete; SEM DOSAGEM; Papel,Sem Dosagem,Requisicao / Balancete
ESS_MEDS,VIA ESSENTIAL,12B04Z,Dextrose 25% 25ml Inj,25% 25ml,Dextrose
ESS_MEDS,VIA ESSENTIAL,22A03,Tuberculina purificada; 5 TU; Injectável,5 TU,Tuberculina purificada
ESS_MEDS,VIA ESSENTIAL,07F02,Biperideno lactato; 5mg/mL; Injectável,5mg/mL,Biperideno lactato
ESS_MEDS,VIA ESSENTIAL,09A03Z,Ciclofosfamida; 1000mg; Injectável,1000mg,Ciclofosfamida
ESS_MEDS,VIA ESSENTIAL,02D02,Citrato de sodio; 450mg/5mL; Microenema,450mg/5mL,Citrato de sodio
ESS_MEDS,VIA ESSENTIAL,07D09,Gabapentina; 100mg; Cápsulas,100mg,Gabapentina
ESS_MEDS,VIA ESSENTIAL,04D09,Alendronato  sodico; 10mg; Comprimidos,10mg,Alendronato  sodico
ESS_MEDS,VIA ESSENTIAL,23D04,Ligadura De Gaze ; 5cm X 5m; Rolo,5cm X 5m,Ligadura De Gaze
ESS_MEDS,VIA ESSENTIAL,15K01,"Capsaicina; 0,075%; Créme","0,075%",Capsaicina
ESS_MEDS,VIA ESSENTIAL,16A02,Cloranfenicol; 5%; Gotas auriculares,5%,Cloranfenicol
ESS_MEDS,VIA ESSENTIAL,18F01Z,Atropina sulfato; 1mg/mL; Injectável,1mg/mL,Atropina sulfato
ESS_MEDS,VIA ESSENTIAL,08O05Y,Artemeter+Lumefantrina; 120mg+20mg 3x6; Comprimidos,120mg+20mg 3x6,Artemeter+Lumefantrina
ESS_MEDS,VIA ESSENTIAL,08B02,"Cefuroxima, Sal sodico; 750mg; Injectável",750mg,"Cefuroxima, Sal sodico"
ESS_MEDS,VIA ESSENTIAL,25B06,Mapa Mensal Distrital de Consu; SEM DOSAGEM; Papel,Sem Dosagem,Mapa Mensal Distrital de Consumo de AL
ESS_MEDS,VIA ESSENTIAL,08S38,"Lopinavir+Ritonavir Caps Gelat; 133,3mg + 33,3mg; Embalagem","133,3mg + 33,3mg",Lopinavir+Ritonavir Caps Gelatinosas
ESS_MEDS,VIA ESSENTIAL,07I03,Buspirona; 10mg; Comprimidos,10mg,Buspirona
ESS_MEDS,VIA ESSENTIAL,04H02,"Desmopressina; 0,1mg/mL; Spray nasal","0,1mg/mL",Desmopressina
ESS_MEDS,VIA ESSENTIAL,08S10Z,Estavudina(D4T); 15mg; Cápsulas,15mg,Estavudina(D4T)
