kvtype,latest_soh,product_name,product_code,facility_name,expiration
expirationdates,1534,Colecalciferol (Vit D); 560UI; Gotas Orais,12D07,Matalane,
expirationdates,1534,Colecalciferol (Vit D); 600 000UI; Ampola Bebível,12D06,Matalane,
expirationdates,1534,Etambutol 100mg Comp,08L02Z,Matalane,
expirationdates,1534,Etambutol+Isoniazida; 400mg+150mg; Comprimidos,08L02X,Matalane,
expirationdates,1535,Etambutol; 400mg; Comprimidos,08L02,Matalane,
expirationdates,1536,Insulina accao intermedia (Pro; 100UI/mL; Injectável,03B09,Matalane,
expirationdates,1537,Insulina accao interm Bifasica; 100UI/mL; Injectável,03B10,Matalane,
expirationdates,1538,Cloroquina difosfato; 150mg de cloroquina-base; Comprimidos,14E02,Matalane,
expirationdates,1539,Etambutol; 500mg; Comprimidos,08L02Y,Matalane,
expirationdates,1541,Cloroquina difosfato; 250mg 150mg base; Comprimidos,14E03,Matalane,
expirationdates,1541,Labetalol; 5mg/mL; Injectável,01C03,Matalane,
expirationdates,1542,Ciclopentolato; 1%; Colírio,17B02,Matalane,
expirationdates,1543,"Complexo B; 0,2%; Comprimidos",12D08,Matalane,
expirationdates,1543,Insulina accao prolongada (gla; 100UI/mL; Injectável,03B12,Matalane,
expirationdates,1544,Insulina accao prolongada susp; 100UI/mL; Injectável,03B11,Matalane,
expirationdates,1544,Insulina accao retardada (Mono; 100UI/mL; Injectável,03B0ZZ,Matalane,
expirationdates,1545,Insulina accao retardada (Ultr; 100UI/mL; Injectável,03B0ZY,Matalane,
expirationdates,1547,"Complexo B; 0,2%; Injectável",12D09,Matalane,
expirationdates,1547,"Ispaghula; 0,2%; Pó",02D05,Matalane,
expirationdates,1547,Trazodona; 50mg; Cápsulas,07G09,Matalane,
expirationdates,1548,"Complexo B; 0,2%; Xarope",12D08Z,Matalane,
expirationdates,1550,Flucloxacilina Sodica; 250mg/5mL; Suspensão,08A15Z,Matalane,
expirationdates,1550,Flucloxacilina Sodica; 500mg; Injectável,08A14,Matalane,
expirationdates,1550,Hormona foliculo-estimulante (; 75UI; Injectável,04E11,Matalane,
expirationdates,1550,Tiapride; 100mg; Comprimidos,07J08,Matalane,
expirationdates,1553,"Flucloxacilina, Sal de magnesi; 125mg/5mL; Suspensão",08A15,Matalane,
expirationdates,1553,"Flucloxacilina, Sodica; 250mg; Cápsulas",08A13,Matalane,
expirationdates,1553,Heparina Sodica; 25 000 UI/5mL; Injectável,06D01,Matalane,
expirationdates,1556,Dextrano 40+Glicose; 5% (50mg/mL)+50g; Injectável,11A17Z,Matalane,
expirationdates,1556,Heparina Sodica; 5000UI/5mL; Injectável,06D01Z,Matalane,
expirationdates,1559,"Heparina de baixo peso molecul; 4000UI/0,4mL; Injectável",06D02,Matalane,
expirationdates,1559,Tioridazina; 10mg; Comprimidos,07J09,Matalane,
expirationdates,1560,Tioridazina; 100mg; Comprimidos,07J10,Matalane,
expirationdates,1561,Tioridazina; 25mg; Comprimidos,07J09Z,Matalane,
expirationdates,1565,"Ciprofloxacina; 0,3%; Colírio",17C02,Matalane,
expirationdates,1565,Iodo+Iodeto de Potassio(Lugol); 5% + 10%; Solução,03D02,Matalane,
expirationdates,1566,Valproato de Sodio; 200mg; Comprimidos,07D13,Matalane,
expirationdates,1568,Iodo+Iodeto de potassio; 5% + 10%; Solução,03D02Z,Matalane,
expirationdates,1572,Protionamida; 250mg; Comprimidos,08L12X,Matalane,
expirationdates,1573,"Colchicina; 0,5mg; Comprimidos",14B02,Matalane,
expirationdates,1575,Dextrano 40+Glicose; 5%; Injectável,12A05Z,Matalane,
expirationdates,1575,Etionamida; 250mg; Comprimidos,08L11,Matalane,
expirationdates,1580,Lactulose; 100g/200mL; Xarope,02D06,Matalane,
expirationdates,1580,Lactulose; 100g/200mL; Xarope,02D06,Matalane,19/11/2023
expirationdates,1580,Rifampicina+Isoniazida; 150mg+100mg; Comprimidos,08L06,Matalane,
expirationdates,1580,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,08S42,Ricatla,
expirationdates,1581,Doxorubicina (Adriamicina); 10mg; Injectável,09B04,Matalane,
expirationdates,1582,Ticarcilina Sódica; 50mg/mL; Injectável,08A0WZ,Matalane,
expirationdates,1582,Trifluorperazina; 5mg; Comprimidos,07J11,Matalane,
expirationdates,1583,Rifampicina+Isoniazida; 150mg+75mg; Comprimidos,08L07,Matalane,
expirationdates,1584,Doxorubicina; 50mg; Injectável,09B05,Matalane,
expirationdates,1584,Iodopovidona ginecologica; 100mg/mL; Solução,04A06,Matalane,
expirationdates,1584,Rifampicina+Isoniazida+Pirazin; 150mg+75mg+400mg+275mg; Comprimidos,08L08,Matalane,
expirationdates,1584,Rifampicina+Isoniazida; 150mg+150mg; Comprimidos,08L07Y,Matalane,
expirationdates,1585,Iodopovidona ginecologico; 100 mg/g; Gel,04A05,Matalane,
expirationdates,1585,Rifamp+Isoniaz+Etam; 150+75+275mg; Comprimidos,08L0ZZ,Matalane,
expirationdates,1585,Rifamp+Isoniaz+Piraz;Comp(60+30+150)mg 3DFC pediat Sem Dosagem Tratamento,08L0YZ,Matalane,
expirationdates,1585,Rifampicina+Isoniazida+Pirazin; 120mg+50mg+300mg; Comprimidos,08L0XZ,Matalane,
expirationdates,1585,Rifampicina+Isoniazida; 300mg+150mg; Comprimidos,08L07X,Matalane,
expirationdates,1588,Dissulfiram; 200mg; Comprimidos,07L03,Matalane,
expirationdates,1588,Dissulfiram; 200mg; Comprimidos,07L03,Matalane,2/2/2016
expirationdates,1588,Rifabutina; 150mg; Cápsulas,08L12,Matalane,
expirationdates,1588,Rifampicina+Isoniazida; 60mg+30mg; Comprimidos,08L07Z,Matalane,
expirationdates,1595,Hidroxicobalamina acetato B12; 1mg/mL; Injectável,06A05,Matalane,
expirationdates,1600,Dextrose 25% 25ml Inj,12B04Z,Matalane,
expirationdates,1600,Dextrose; 25% 250ml; Injectável,12B03Y,Matalane,
expirationdates,1603,"Lactulose; 66,7% 667mg/mL; Solução",02D06Z,Matalane,
expirationdates,1604,Estavudina(D4T); 15mg; Cápsulas,08S10Z,Matalane,
expirationdates,1604,Rifampicina; 150mg; Cápsulas,08M05,Matalane,
expirationdates,1605,Estavudina(D4T); 20mg; Cápsulas,08S10Y,Matalane,
expirationdates,1606,Carvao activado; 300g; Pó,21A04,Matalane,
expirationdates,1606,Estavudina(D4T); 30mg 60Caps; Embalagem,08S10,Matalane,
expirationdates,1606,Rifampicina; 300mg; Cápsulas,08M06,Matalane,
expirationdates,1607,"Cloreto de Benzalconio; 0,2%; Champo",15G0ZZ,Matalane,
expirationdates,1608,Cloranfenicol; 5%; Gotas auriculares,16A02,Matalane,
expirationdates,1608,Clotrimazol; 1%; Créme,15C08,Matalane,
expirationdates,1610,"Creme aquoso; 0,2%; Créme",15A02,Matalane,
expirationdates,1611,Clotrimazol; 1%; Solução Ungueal,15C09,Matalane,
expirationdates,1611,Estavudina(D4T); 40mg; Cápsulas,08S11,Matalane,
expirationdates,1613,Clorbut+Paradiclorob+Benzoc; 5%+2%+2%; Gotas auriculares,16A03,Matalane,
expirationdates,1615,Carmin de indigo; 80mg/10ml; Injectável,22A01,Matalane,
expirationdates,1617,Quinina sulfato; 100mg; Comprimidos,08O10,Matalane,
expirationdates,1619,Quinina sulfato; 300mg; Comprimidos,08O11,Matalane,
expirationdates,1622,"Quinina, dicloridrato; 600mg/2mL; Injectável",08O12,Matalane,
expirationdates,1622,Quinina; 300mg/2mL; Injectável,08O11Z,Matalane,
expirationdates,1625,Zolpidem; 10mg; Comprimidos,07I11,Matalane,
expirationdates,1626,Estavudine(D4T) solução; 1mg/mL; Pó,08S12,Matalane,
expirationdates,1627,Abacavir sulfato (ABC); 10mg/mL; Suspensão,08S02,Nhongonhane (Ed.Mondl.),
expirationdates,1628,Aciclovir; 3%; Pomada oftálmica,17C01,Matalane,
expirationdates,1630,"Cloranfenicol; 0,5%; Colírio",17C03,Matalane,
expirationdates,1633,Cloranfenicol; 1%; Pomada oftálmica,17C04,Matalane,
expirationdates,1633,"Dietapolimerica  hiperproteica; 0,2%; Solução",12A11,Matalane,
expirationdates,1635,Estavudina/Lamivudina/Nevirapi; 200mg + 150mg + 40mg 60Cps; Embalagem,08S37,Matalane,
expirationdates,1636,Tetraciclina ; 250mg; Cápsulas,08G03Z,Matalane,
expirationdates,1637,"Tetraciclina, hidrocloreto; 500mg; Cápsulas",08G03,Matalane,
expirationdates,1638,"Dietapolimerica  para insufici; 0,2%; Solução",12A14,Matalane,
expirationdates,1638,"Dietapolimerica  ped normo pro; 0,2%; Solução",12A12,Matalane,
expirationdates,1639,Cetrimida+Clorexidina; 15%+7.5% 500mL; Solução,20A08Z,Matalane,
expirationdates,1640,"Dietapolimérica normo proteica; 0,2%; Solução",12A10,Matalane,
expirationdates,1640,Estavudina/Lamivudina; 40mg+150mg 60Comp; Embalagem,08S33,Matalane,
expirationdates,1641,Dietapolimérica  para doentes ; SEM DOSAGEM; Solução,12A13,Matalane,
expirationdates,1648,"Gentamicina, sulfato; 80mg/2mL-ampola; Injectável",08D03,Matalane,
expirationdates,1651,Blocos de Receitas Sem Dosagem Papel,26A06Z,Matalane,
expirationdates,1653,Haloperidol; 5mg/mL; Injectável,07J07,Matalane,
expirationdates,1654,Haloperidol; 5mg; Comprimidos,07J06,Matalane,
expirationdates,1655,Gentamicina; 20mg/2mL-ampola; Injectável,08D04,Matalane,
expirationdates,1664,Hidrato de cloral; 10%; Xarope,07I09,Matalane,
expirationdates,1665,Estramustina fosfato; 140mg; Injectável,09A06,Matalane,
expirationdates,1665,Gentamicina; 40mg/2mL-ampola; Injectável,08D0ZZ,Matalane,
expirationdates,1675,Diclofenac; 25mg; Comprimidos,14A01Z,Matalane,
expirationdates,1676,Diclofenac; 50mg; Comprimidos,14A01,Matalane,
expirationdates,1677,Crotamitona; 10%; Créme,15C10,Matalane,
expirationdates,1680,Crotamitona; 10%; Loção,15C11,Matalane,
expirationdates,1680,Diclofenac ; 1%; Gel,14A0Z,Matalane,
expirationdates,1680,Diclofenac; 75mg/3mL; Injectável,14A02,Matalane,
expirationdates,1687,Dexametasona+Clotrimazol+ Beta; 1%+1%; Créme,15B0XZ,Matalane,
expirationdates,1689,Colodio queratolitico; 1g + 1g + 1g + 10g; Líquido,15F03,Matalane,
expirationdates,1689,"Dexametasona+Clotrimazol+ Beta; 1%+0,4%; Créme",15B10Z,Matalane,
expirationdates,1689,Espironolactona; 25mg; Comprimidos,10A02,Matalane,
expirationdates,1692,"Dexametasona+Clotrimazol; 0,1% + 1%; Créme",15B10,Matalane,
expirationdates,1695,Caixa Para Kits AL/APE Sem Dosagem Papel,26B06,Matalane,
expirationdates,1696,Caixa Para Kits AL/US Sem Dosagem Papel,26B05,Matalane,
expirationdates,1697,"Cateter periferico c/ agulha, valvula de injeccao e abas 14G, Radiopaco unidade Embalagem",24D01,Matalane,
expirationdates,1697,Difenidramina; 100mg/5mL; Injectável,13A04Z,Matalane,
expirationdates,1698,Difenidramina; 50mg/5mL; Injectável,13A04,Matalane,
expirationdates,1700,"Cateter periferico c/ agulha, valvula de injeccao e abas 16G, Radiopaco unidade Embalagem",24D02,Matalane,
expirationdates,1700,"Sulfadoxina+Pirimetamina; 500mg + 25mg/2,5mL; Injectável",08O14,Matalane,
expirationdates,1700,Sulfadoxina+Pirimetamina; 500mg + 25mg; Comprimidos,08O13,Matalane,
expirationdates,1703,"Cateter periferico c/ agulha, valvula de injeccao e abas 18G, Radiopaco unidade Embalagem",24D03,Matalane,
expirationdates,1704,Sulfadiazina Sodica; 250mg/mL; Injectável,08O18,Matalane,
expirationdates,1705,Sulfadiazina; 500mg; Comprimidos,08O17,Matalane,
expirationdates,1706,"Cateter periferico c/ agulha, valvula de injeccao e abas 20G, Radiopaco unidade Embalagem",24D04,Matalane,
expirationdates,1708,Levotiroxina Sodica; 100mg; Comprimidos,03D03Z,Matalane,
expirationdates,1709,"Cateter periferico c/ agulha, valvula de injeccao e abas 22G, Radiopaco unidade Embalagem",24D05,Matalane,
expirationdates,1709,Levotiroxina Sodica; 50 µg ou mcg; Comprimidos,03D03,Matalane,
expirationdates,1712,"Cateter periferico c/ agulha, valvula de injeccao e abas 24G, Radiopaco unidade Embalagem",24D06,Matalane,
expirationdates,1714,Efavirenz (EFV); 50mg 30Caps; Embalagem,08S19,Matalane,
expirationdates,1714,Efavirenz (EFV); 50mg 30Caps; Embalagem,08S19,Matalane,"25/2/2016,24/3/2016,31/3/2016,21/4/2016"
expirationdates,1715,"Cateter periferico c/ agulha, valvula de injeccao e abas 26G, Radiopaco unidade Embalagem",24D07,Matalane,
expirationdates,1717,Tiabendazol; 5%; Pomada,08N07,Matalane,
expirationdates,1717,Vancomicina hidrocloreto; 500mg; Injectável,08J02,Matalane,
expirationdates,1717,Vancomicina; 125mg; Cápsulas,08J01,Matalane,
expirationdates,1720,Fluconazol 200mg Caps,08Q03,Matalane,
expirationdates,1722,Suramina; 1g/5mL; Injectável,08P02,Matalane,
expirationdates,1725,Saquinavir ; 200mg 270Caps; Embalagem,08S30,Matalane,
expirationdates,1727,Fluconazol; 2mg/mL; Injectável,08Q04,Matalane,
expirationdates,1727,Fluconazol; 50mg; Comprimidos,08Q02,Matalane,
expirationdates,1728,Imipramina; 25mg/2mL; Injectável,07G05,Matalane,
expirationdates,1729,Etoposido; 100mg/5mL; Injectável,09D02,Matalane,
expirationdates,1729,Etoposido; 100mg; Cápsulas,09D01,Matalane,
expirationdates,1729,Imipramina; 25mg; Comprimidos,07G04,Matalane,
expirationdates,1730,Fluconazol; 10mg/mL; Xarope,08Q0ZZ,Matalane,
expirationdates,1731,Fluconazol; 200mg; Cápsulas,08Q0ZX,Matalane,
expirationdates,1732,Etoposido; 50mg; Cápsulas,09D01Z,Matalane,
expirationdates,1735,Cromoglicato de Sódio; 2%; Spray nasal,16C02,Matalane,
expirationdates,1741,"Digoxina; 0,25mg/2mL; Injectável",01A03Z,Matalane,
expirationdates,1742,Ketotifeno; 1mg/5mL; Xarope,05A07Z,Matalane,
expirationdates,1743,Ketotifeno; 1mg; Comprimidos,05A07,Matalane,
expirationdates,1743,Loperamida; 2mg; Comprimidos,02E02,Matalane,
expirationdates,1748,Terbinafina; 250mg; Comprimidos,08Q05Z,Matalane,
expirationdates,1749,Tamiflu; 30mg; Comprimidos,08R0X,Matalane,
expirationdates,1752,Tamiflu; 45mg; Comprimidos,08R0Z,Matalane,
expirationdates,1752,Tamiflu; 75mg; Cápsulas,08R0YZ,Matalane,
expirationdates,1757,Carboplatina; 150mg/15mL; Injectável,09E04,Matalane,
expirationdates,1757,Carboplatina; 150mg/15mL; Injectável,09E04,Matalane,30/12/2015
expirationdates,1758,Levonorgestrel  0.75mg Comp,04F06W,Matalane,
expirationdates,1760,"Levonor+Etinil (Microgynon); Microgynon; Ciclo0,15mg + 0,03; Ciclo",04F08Z,Matalane,
expirationdates,1760,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,08S39Y,Matalane,
expirationdates,1761,Levonorgestrel (Microlut) 30mcg Ciclo,04F06Y,Matalane,
expirationdates,1761,Levonorgestrel(Microlut) 30mcg Ciclo,04F06,Matalane,
expirationdates,1768,"Corante azul diluida de azul t; 0,2%; Solução",17F02,Matalane,
expirationdates,1768,"Levonor+Etinilest(Neogynon); 0,25+0,05mg; Ciclo",04F0YZ,Matalane,
expirationdates,1768,Levonorgestrel; JADELLE; Implante,04F06Z,Matalane,
expirationdates,1769,Levonorgestrel+Etinilestradiol; 250mcg + 50mcg; Comprimidos,04F08,Matalane,
expirationdates,1770,Metildopa; 250mg; Comprimidos,01C04,Matalane,
expirationdates,1770,Trimetoprim; 100mg; Comprimidos,08O0ZZ,Matalane,
expirationdates,1770,Trimetoprim; 20mg; Comprimidos,08O0ZY,Matalane,
expirationdates,1776,Clorexidina; 2g/400ml; Spray,20A08,Matalane,
expirationdates,1776,Rituximab; 100mg/10mL; Injectável,09F04,Matalane,
expirationdates,1777,Clorexidina; 5%; Solução - Frasco,20A06,Matalane,
expirationdates,1777,Mebeverina HCL; 135mg; Comprimidos,02B03,Matalane,
expirationdates,1779,Cromoglicato de Sodio; 4%; Colírio,17F03,Matalane,
expirationdates,1782,Cromoglicato de Sodio; 4%; Pomada oftálmica,17F04,Matalane,
expirationdates,1789,"Ganciclovir, sal sódico; 250mg; Cápsulas",08R03,Matalane,
expirationdates,1790,Clorohexidina  7.1% 25g gel,20A0X,Matalane,
expirationdates,1792,"Ganciclovir, sal sódico; 500mg; Cápsulas",08R04,Matalane,
expirationdates,1795,"Ganciclovir, sal sódico; 500mg; Injectável",08R05,Matalane,
expirationdates,1802,Etinilest+Levonorgestrel; 30mcg + 150mcg; Comprimidos,04F03,Matalane,
expirationdates,1807,"Fludarabina, fosfato; 10mg; Comprimidos",09C02,Matalane,
expirationdates,1814,Resomal (SRO); Sodium 45mmol/L + Potassium 40; Pó,11A22,Matalane,
expirationdates,1815,Imipenem+Cilastatina; 500mg + 500mg-ampola; Injectável,08C01,Matalane,
expirationdates,1816,Mesalazina ou Sulfasalazina (5; 400mg; Comprimidos,02F01,Matalane,
expirationdates,1818,"Dexametasona+Cloranfenicol; 1% + 0,5%; Colírio",17D0ZZ,Matalane,
expirationdates,1822,"Dexametasona; 0,1%; Colírio",17D01Z,Matalane,
expirationdates,1823,"Dexametasona; 0,5%; Colírio",17D01,Matalane,
expirationdates,1828,Fluorouracilo; 5%; Créme,09C03,Matalane,
expirationdates,1830,Metoclopramida; 10mg/2mL; Injectável,02C02,Matalane,
expirationdates,1831,Fluorouracilo; 5%; Pomada,09C03Z,Matalane,
expirationdates,1834,Fluorouracilo; 50 mg/mL; Injectável,09C04,Matalane,
expirationdates,1836,"Sais de Rehidratação Oral; 2,6g+1,5g+2,9g+13,5g; Pó",11A23,Matalane,
expirationdates,1837,Fluorouracilo; 500mg/10mL; Injectável,09C05,Matalane,
expirationdates,1841,Metoclopramida; 10mg; Comprimidos,02C01,Matalane,
expirationdates,1845,Dantroleno; Inj (20mg/70mL); 20mg/70mL; Injectável,18E01,Matalane,
expirationdates,1845,Metoclopramida; 5mg/5mL; Xarope,02C03,Matalane,
expirationdates,1845,Metoclopramida; 5mg/5mL; Xarope,02C03,Matalane,19/11/2016
expirationdates,1846,"Ditranol; 0,1%; Créme",15D08,Matalane,
expirationdates,1849,"Ditranol; 0,25%; Créme",15D08Z,Matalane,
expirationdates,1850,Sacarina; 20mg; Comprimidos,12A0XX,Matalane,
expirationdates,1852,Metformina; 500mg; Comprimidos,03B04,Matalane,
expirationdates,1853,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,08S23,Matalane,
expirationdates,1855,Tamoxifeno; 20mg; Comprimidos,09G05,Matalane,
expirationdates,1858,Lamotrigina; 50mg; Comprimidos,07D11,Matalane,
expirationdates,1860,Griseofulvina; 500mg; Comprimidos,08Q05,Matalane,
expirationdates,1863,Diclofenac; 1mg/mL; Colírio,17F05,Matalane,
expirationdates,1865,Prometazina; 10mg; Comprimidos,13A08,Matalane,
expirationdates,1866,Hidralazina; 25mg/5mL; Injectável,01C01,Matalane,
expirationdates,1866,Prometazina exilir  5mg /5mL F; 5mg/5mL; Elixir,13A09,Matalane,
expirationdates,1868,Prometazina; 25mg; Comprimidos,13A08Z,Matalane,
expirationdates,1869,Enxofre+Acido salicílico; 3g + 3g; Pomada,15C12,Matalane,
expirationdates,1871,"Solução p/ Diálise peritoneal ; 1,5%; Injectável",11A24,Matalane,
expirationdates,1872,Abacavir sulfato (ABC); 10mg/mL; Suspensão,08S02,Matalane,
expirationdates,1872,Abacavir sulfato (ABC); 10mg/mL; Suspensão,08S02,Matalane,3/12/2017
expirationdates,1872,Abacavir sulfato (ABC); 10mg/mL; Suspensão,08S02,Matalane,4/12/2019
expirationdates,1872,Prometazina; 25mg/mL; Injectável,13A10Z,Matalane,
expirationdates,1872,Solucao p/ Dialise peritoneal ; 4.50%; Injectável,11A26,Matalane,
expirationdates,1872,Zidovudina (AZT); 200mg/20mL; Injectável,08S16,Matalane,
expirationdates,1873,Eosina ; 2%; Solução Aquosa,15C13Z,Matalane,
expirationdates,1873,Prometazina; 50mg/2mL; Injectável,13A10,Matalane,
expirationdates,1873,"Solução p/ Diálise peritoneal ; 2,5%; Injectável",11A25,Matalane,
expirationdates,1874,Eosina dermica; 2%; Solução alcoólica,15C13,Matalane,
expirationdates,1875,Zidovudina (AZT); 50mg/5mL 100ml; Suspensão,08S17Y,Matalane,
expirationdates,1877,Zidovudina (AZT); 50mg/5mL 200ml; Suspensão,08S17Z,Matalane,
expirationdates,1883,Trastuzumab; 150mg; Injectável,09E12,Matalane,
expirationdates,1884,Eritromicina estearato; 4%; Loção,15C14,Matalane,
expirationdates,1885,Dobutamina; 250mg/5mL; Injectável,01A04,Matalane,
expirationdates,1885,Dobutamina; 250mg/5mL; Injectável,01A04,Matalane,"4/12/2021,9/12/2021,4/12/2025"
expirationdates,1888,Nifedipina accao prolongada; 30mg; Comprimidos,01F02,Matalane,
expirationdates,1890,Tretinoina; 10mg; Cápsulas,09E13,Matalane,
expirationdates,1891,Levodopa+Benzerazida; 200mg + 50mg; Comprimidos,07F04,Matalane,
expirationdates,1892,"Levodopa+Benzerazida; 50mg + 12,5mg; Comprimidos",07F03,Matalane,
expirationdates,1893,Furosemida pediatrica; 1mg/mL; Solução,10A05,Matalane,
expirationdates,1894,Furosemida; 10mg/2mL; Injectável,10A04Z,Matalane,
expirationdates,1894,"Metilergometrina; 0,2mg/mL; Injectável",04B03Z,Matalane,
expirationdates,1895,Furosemida; 20mg/2mL; Injectável,10A04,Matalane,
expirationdates,1895,"Metilergometrina; 0,5mg/mL; Injectável",04B03Y,Matalane,
expirationdates,1896,Furosemida; 40mg; Comprimidos,10A03,Matalane,
expirationdates,1897,Zidovudina/Lamivudina/Abacavir; 300mg+150mg+300mg 60Comp; Embalagem,08S41,Matalane,
expirationdates,1904,"Sol oligoelementos; 0,2%; Injectável",12B09,Matalane,
expirationdates,1908,Medroxiprogesterona (Sayana Press) 104mg/0.65ml Inj,04F07Z,Matalane,
expirationdates,1909,Medroxiprogesterona acet (Depo; 150mg/3mL; Injectável,04F07,Matalane,
expirationdates,1913,"Desferroxiamina mexilato; 0,5g; Injectável",21A05,Matalane,
expirationdates,1913,Nitroglicerina; 5mg/mL; Injectável,01G03,Matalane,
expirationdates,1916,Nitropussiato de sodio; 50mg; Injectável,01G04,Matalane,
expirationdates,1917,"Vinblastina, sulfato; 10mg/10mL; Injectável",09D03,Matalane,
expirationdates,1918,"Efedrina HCL; 0,5%; Gotas nasais",16C03,Matalane,
expirationdates,1918,Kanamicina sulfato; 1g/3mL-ampola; Injectável,08D05,Matalane,
expirationdates,1919,"Vincristina,sulfato; 2mg/2mL; Injectável",09D04,Matalane,
expirationdates,1921,Vincristina; 1mg/ml Ampola; Injectável,09D04Z,Matalane,
expirationdates,1923,Kanamicina; 1g/10mL-ampola; Injectável,08D05Z,Matalane,
expirationdates,1923,Kanamicina; 2 g/8mL-ampola; Injectável,08D05X,Matalane,
expirationdates,1923,Vinorelbina; 10mg/mL; Injectável,09D05,Matalane,
expirationdates,1928,Kanamicina; 2g/10mL-ampola; Injectável,08D05Y,Matalane,
expirationdates,1928,Sulfato de Zinco; 20mg; Comprimidos,12C04,Matalane,
expirationdates,1929,Metronidazol; 500mg; Óvulo vaginal,04A07,Matalane,
expirationdates,1930,Kanamicina; 2 g/8mL-ampola; Injectável,08D0X,Matalane,
expirationdates,1930,"Suplemento multivitamfnico par; 0,2% -Ampola; Injectável",12B10,Matalane,
expirationdates,1940,Misoprostol blister 200mcg ou μg Comp,04B04Z,Matalane,
expirationdates,1943,"Gelatina polimerizada; 17,5 g/500mL; Injectável",11A11,Matalane,
expirationdates,1951,Misoprostol; 200mcg ou µg; Comprimidos,04B04,Matalane,
expirationdates,1953,"Betametasona+Acido salicilico; 0,05%+3%; Loção",15B04,Matalane,
expirationdates,1959,Isoniazida+Tiacetazona; 100mg+50mg; Comprimidos,08L04Y,Matalane,
expirationdates,1959,Omeprazol; 20mg; Cápsulas,02A04,Matalane,
expirationdates,1962,Isoniazida+Tiacetazona; 300mg+150mg; Comprimidos,08L04Z,Matalane,
expirationdates,1962,Isoniazida; 100mg; Comprimidos,08L04,Matalane,
expirationdates,1962,Omeprazol; 40mg/10mL; Injectável,02A05,Matalane,
expirationdates,1963,Diatrizoato; 76% (iodeto 290mg + 370mg/mL; Injectável,22B01,Matalane,
expirationdates,1963,Isoniazida; 300mg; Comprimidos,08L03,Matalane,
expirationdates,1968,"Trigliceridos de cadeia media; 0,2%; Injectável",12A09,Matalane,
expirationdates,1969,Carboplatina; 450mg/45mL; Injectável,09E05,Matalane,
expirationdates,1969,Carboplatina; 450mg/45mL; Injectável,09E05,Matalane,14/1/2016
expirationdates,1970,"Goserelina, acetato; 10,8mg; Implante",09G03,Matalane,
expirationdates,1971,"Goserelina, acetato; 3,6mg; Implante",09G02,Matalane,
expirationdates,1972,Glicose (Dextrose); 100mL 5%; Injectável,11A12,Matalane,
expirationdates,1973,Glicose (Dextrose); 1000mL 5%; Injectável,11A15,Matalane,
expirationdates,1975,Glicose (Dextrose); 250mL 5%; Injectável,11A13,Matalane,
expirationdates,1980,Glicose (Dextrose); 500mL 5%; Injectável,11A14,Matalane,
expirationdates,1981,produto transito test  (4+10+30mg) Comp,1122,Matalane,
expirationdates,1984,"Glicose+Cloreto de Sódio; 4,3% + 0,18%/250ml; Injectável",11A16,Matalane,
expirationdates,1987,"Glicose+Cloreto de Sódio; 4,3% + 0,18%/500ml; Injectável",11A17,Matalane,
expirationdates,1992,Tiamina (Vitamina B1); 100mg/2mL; Injectável,12D17,Matalane,
expirationdates,1992,Tiamina (Vitamina B1); 100mg; Comprimidos,12D16,Matalane,
expirationdates,1994,Litio carbonato; 300mg; Comprimidos,07H01,Matalane,
expirationdates,1997,"Glucose+Cloreto de Sodio; 5% +0,9% 500ml set AD; Injectável",11A0VY,Matalane,
expirationdates,2000,Nistatina; 100 000UI; Comprimidos vaginais,04A08,Matalane,
expirationdates,2005,Ivermectina; 3mg; Comprimidos,08N03Z,Matalane,
expirationdates,2006,Ivermectina; 6mg; Comprimidos,08N03,Matalane,
expirationdates,2008,Dimercaprol (B.A.L); 100 mg/mL; Injectável,21A06,Matalane,
expirationdates,2009,"Droperidol (sol Aquosa); 0,2%; Injectável",18F0ZZ,Matalane,
expirationdates,2016,Glicose (Dextrose); 250ml 10%; Injectável,12B02,Matalane,
expirationdates,2016,Hidroxicarbamida (Hidroxiureia; 500mg; Cápsulas,09E08,Matalane,
expirationdates,2017,Hidroclortiazida; 25mg; Comprimidos,10A06Z,Matalane,
expirationdates,2018,Efedrina HCL; Inj (50 mg/mL),18F02,Matalane,
expirationdates,2018,Hidroclortiazida; 50mg; Comprimidos,10A06,Matalane,
expirationdates,2020,Nistatina; 100 000UI/4g; Créme vaginal,04A09,Matalane,
expirationdates,2021,Efedrina; 30mg/mL; Injectável,18F02X,Matalane,
expirationdates,2022,Ifosfamida; 1g; Injectável,09A07,Matalane,
expirationdates,2023,Pancrealipase; 33500 + 33500 + 8040UI; Cápsulas,02G02Z,Matalane,
expirationdates,2024,Pancreatina; 5000+2900+3309UI; Cápsulas,02G02,Matalane,
expirationdates,2025,Ifosfamida; 3 g; Injectável,09A08,Matalane,
expirationdates,2027,Glicose; 20ml 30%; Injectável,12B04,Matalane,
expirationdates,2027,Glicose; 500ml 10%; Injectável,12B03,Matalane,
expirationdates,2027,"Indinavir (IDV) ; 400mg, 180 Caps; Embalagem",08S26,Matalane,
expirationdates,2031,Metamizol; 5g/100mL; Xarope,07A0WZ,Matalane,
